"datetime","groupDesiredCapacity"
"2022-03-26T10:36:00Z",1
"2022-03-26T10:37:00Z",1
"2022-03-26T10:38:00Z",1
"2022-03-26T10:39:00Z",1
"2022-03-26T10:40:00Z",3
"2022-03-26T10:41:00Z",3
"2022-03-26T10:42:00Z",3
"2022-03-26T10:43:00Z",3
"2022-03-26T10:44:00Z",3
"2022-03-26T10:45:00Z",3
"2022-03-26T10:46:00Z",3
"2022-03-26T10:47:00Z",3
"2022-03-26T10:48:00Z",3
"2022-03-26T10:49:00Z",3
"2022-03-26T10:50:00Z",3
"2022-03-26T10:51:00Z",3
"2022-03-26T10:52:00Z",3
"2022-03-26T10:53:00Z",3
"2022-03-26T10:54:00Z",3
"2022-03-26T10:55:00Z",3
"2022-03-26T10:56:00Z",3
"2022-03-26T10:57:00Z",3
"2022-03-26T10:58:00Z",3
"2022-03-26T10:59:00Z",3
"2022-03-26T11:00:00Z",3
"2022-03-26T11:01:00Z",3
"2022-03-26T11:02:00Z",3
"2022-03-26T11:03:00Z",3
"2022-03-26T11:04:00Z",3
"2022-03-26T11:05:00Z",3
"2022-03-26T11:06:00Z",3
"2022-03-26T11:07:00Z",3
"2022-03-26T11:08:00Z",3
"2022-03-26T11:09:00Z",3
"2022-03-26T11:10:00Z",3
"2022-03-26T11:11:00Z",3
"2022-03-26T11:12:00Z",3
"2022-03-26T11:13:00Z",3
"2022-03-26T11:14:00Z",3
"2022-03-26T11:15:00Z",3
"2022-03-26T11:16:00Z",3
"2022-03-26T11:17:00Z",3
"2022-03-26T11:18:00Z",3
"2022-03-26T11:19:00Z",3
"2022-03-26T11:20:00Z",3
"2022-03-26T11:21:00Z",3
"2022-03-26T11:22:00Z",3
"2022-03-26T11:23:00Z",3
"2022-03-26T11:24:00Z",3
"2022-03-26T11:25:00Z",3
"2022-03-26T11:26:00Z",3
"2022-03-26T11:27:00Z",3
"2022-03-26T11:28:00Z",3
"2022-03-26T11:29:00Z",3
"2022-03-26T11:30:00Z",3
"2022-03-26T11:31:00Z",3
"2022-03-26T11:32:00Z",3
"2022-03-26T11:33:00Z",3
"2022-03-26T11:34:00Z",1
"2022-03-26T11:35:00Z",1
"2022-03-26T11:36:00Z",1
"2022-03-26T11:37:00Z",1
"2022-03-26T11:38:00Z",1
"2022-03-26T11:39:00Z",1
"2022-03-26T11:40:00Z",1
"2022-03-26T11:41:00Z",1
"2022-03-26T11:42:00Z",2
"2022-03-26T11:43:00Z",2
"2022-03-26T11:44:00Z",2
"2022-03-26T11:45:00Z",2
"2022-03-26T11:46:00Z",2
"2022-03-26T11:47:00Z",2
"2022-03-26T11:48:00Z",3
"2022-03-26T11:49:00Z",3
"2022-03-26T11:50:00Z",3
"2022-03-26T11:51:00Z",1
"2022-03-26T11:52:00Z",1
"2022-03-26T11:53:00Z",1
"2022-03-26T11:54:00Z",1
"2022-03-26T11:55:00Z",2
"2022-03-26T11:56:00Z",2
"2022-03-26T11:57:00Z",2
"2022-03-26T11:58:00Z",2
"2022-03-26T11:59:00Z",2
"2022-03-26T12:00:00Z",3
"2022-03-26T12:01:00Z",3
"2022-03-26T12:02:00Z",3
"2022-03-26T12:03:00Z",3
"2022-03-26T12:04:00Z",3
"2022-03-26T12:05:00Z",3
"2022-03-26T12:06:00Z",3
"2022-03-26T12:07:00Z",3
"2022-03-26T12:08:00Z",3
"2022-03-26T12:09:00Z",1
"2022-03-26T12:10:00Z",1
"2022-03-26T12:11:00Z",1
"2022-03-26T12:12:00Z",1
"2022-03-26T12:13:00Z",1
"2022-03-26T12:14:00Z",1
"2022-03-26T12:15:00Z",1
"2022-03-26T12:16:00Z",2
"2022-03-26T12:17:00Z",2
"2022-03-26T12:18:00Z",2
"2022-03-26T12:19:00Z",2
"2022-03-26T12:20:00Z",2
"2022-03-26T12:21:00Z",2
"2022-03-26T12:22:00Z",3
"2022-03-26T12:23:00Z",3
"2022-03-26T12:24:00Z",3
"2022-03-26T12:25:00Z",3
"2022-03-26T12:26:00Z",3
"2022-03-26T12:27:00Z",3
"2022-03-26T12:28:00Z",3
