"datetime","groupDesiredCapacity"
"2022-04-21T01:00:00Z",1
"2022-04-21T01:01:00Z",1
"2022-04-21T01:02:00Z",1
"2022-04-21T01:03:00Z",1
"2022-04-21T01:04:00Z",3
"2022-04-21T01:05:00Z",3
"2022-04-21T01:06:00Z",3
"2022-04-21T01:07:00Z",3
"2022-04-21T01:08:00Z",3
"2022-04-21T01:09:00Z",3
"2022-04-21T01:10:00Z",3
"2022-04-21T01:11:00Z",3
"2022-04-21T01:12:00Z",3
"2022-04-21T01:13:00Z",3
"2022-04-21T01:14:00Z",3
"2022-04-21T01:15:00Z",3
"2022-04-21T01:16:00Z",3
"2022-04-21T01:17:00Z",3
"2022-04-21T01:18:00Z",3
"2022-04-21T01:19:00Z",3
"2022-04-21T01:20:00Z",3
"2022-04-21T01:21:00Z",3
"2022-04-21T01:22:00Z",3
"2022-04-21T01:23:00Z",3
"2022-04-21T01:24:00Z",3
"2022-04-21T01:25:00Z",3
"2022-04-21T01:26:00Z",3
"2022-04-21T01:27:00Z",3
"2022-04-21T01:28:00Z",3
"2022-04-21T01:29:00Z",3
"2022-04-21T01:30:00Z",3
"2022-04-21T01:31:00Z",3
"2022-04-21T01:32:00Z",3
"2022-04-21T01:33:00Z",3
"2022-04-21T01:34:00Z",3
"2022-04-21T01:35:00Z",3
"2022-04-21T01:36:00Z",3
"2022-04-21T01:37:00Z",3
"2022-04-21T01:38:00Z",3
"2022-04-21T01:39:00Z",3
"2022-04-21T01:40:00Z",3
"2022-04-21T01:41:00Z",3
"2022-04-21T01:42:00Z",3
"2022-04-21T01:43:00Z",3
"2022-04-21T01:44:00Z",3
"2022-04-21T01:45:00Z",3
"2022-04-21T01:46:00Z",3
"2022-04-21T01:47:00Z",3
"2022-04-21T01:48:00Z",3
"2022-04-21T01:49:00Z",3
"2022-04-21T01:50:00Z",3
"2022-04-21T01:51:00Z",3
"2022-04-21T01:52:00Z",3
"2022-04-21T01:53:00Z",3
"2022-04-21T01:54:00Z",3
"2022-04-21T01:55:00Z",3
"2022-04-21T01:56:00Z",3
"2022-04-21T01:57:00Z",3
"2022-04-21T01:58:00Z",1
"2022-04-21T01:59:00Z",1
"2022-04-21T02:00:00Z",1
"2022-04-21T02:01:00Z",1
"2022-04-21T02:02:00Z",2
"2022-04-21T02:03:00Z",2
"2022-04-21T02:04:00Z",2
"2022-04-21T02:05:00Z",2
"2022-04-21T02:06:00Z",3
"2022-04-21T02:07:00Z",3
"2022-04-21T02:08:00Z",3
"2022-04-21T02:09:00Z",3
"2022-04-21T02:10:00Z",3
"2022-04-21T02:11:00Z",3
"2022-04-21T02:12:00Z",3
"2022-04-21T02:13:00Z",3
"2022-04-21T02:14:00Z",3
"2022-04-21T02:15:00Z",3
"2022-04-21T02:16:00Z",3
"2022-04-21T02:17:00Z",1
"2022-04-21T02:18:00Z",1
"2022-04-21T02:19:00Z",1
"2022-04-21T02:20:00Z",1
"2022-04-21T02:21:00Z",1
"2022-04-21T02:22:00Z",2
"2022-04-21T02:23:00Z",2
"2022-04-21T02:24:00Z",2
"2022-04-21T02:25:00Z",2
"2022-04-21T02:26:00Z",3
"2022-04-21T02:27:00Z",3
"2022-04-21T02:28:00Z",3
"2022-04-21T02:29:00Z",3
"2022-04-21T02:30:00Z",3
"2022-04-21T02:31:00Z",3
"2022-04-21T02:32:00Z",3
"2022-04-21T02:33:00Z",3
"2022-04-21T02:34:00Z",3
"2022-04-21T02:35:00Z",3
"2022-04-21T02:36:00Z",1
"2022-04-21T02:37:00Z",1
"2022-04-21T02:38:00Z",1
"2022-04-21T02:39:00Z",1
"2022-04-21T02:40:00Z",1
"2022-04-21T02:41:00Z",2
"2022-04-21T02:42:00Z",2
"2022-04-21T02:43:00Z",3
"2022-04-21T02:44:00Z",3
"2022-04-21T02:45:00Z",3
"2022-04-21T02:46:00Z",3
"2022-04-21T02:47:00Z",3
"2022-04-21T02:48:00Z",3
"2022-04-21T02:49:00Z",3
"2022-04-21T02:50:00Z",3
"2022-04-21T02:51:00Z",3
"2022-04-21T02:52:00Z",3
"2022-04-21T02:53:00Z",3
"2022-04-21T02:54:00Z",3
"2022-04-21T02:55:00Z",3
"2022-04-21T02:56:00Z",3
"2022-04-21T02:57:00Z",3
